         6384841 function calls (6246808 primitive calls) in 1127.106 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 _procrustes.py:6(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:12(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:193(<module>)
     2791    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       13    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       23    0.000    0.000    0.006    0.000 six.py:190(find_spec)
        4    0.000    0.000    0.006    0.002 six.py:215(is_package)
        1    0.000    0.000    0.006    0.006 six.py:120(__getattr__)
     4000    0.003    0.000    0.006    0.000 artist.py:1448(aliased_name)
        1    0.000    0.000    0.006    0.006 cm.py:16(<module>)
        1    0.000    0.000    0.006    0.006 distance.py:72(<module>)
        1    0.000    0.000    0.006    0.006 core.py:4(<module>)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
    17800    0.005    0.000    0.006    0.000 arraysetops.py:125(_unpack_tuple)
        2    0.000    0.000    0.006    0.003 __init__.py:18(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:46(<module>)
      101    0.002    0.000    0.006    0.000 artist.py:139(<listcomp>)
        8    0.000    0.000    0.006    0.001 typeconv.py:99(promote_unsafe)
        1    0.000    0.000    0.006    0.006 specifiers.py:4(<module>)
     2032    0.001    0.000    0.006    0.000 castgraph.py:39(insert)
    71231    0.006    0.000    0.006    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.006    0.006 mathtext.py:16(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:21(<module>)
        2    0.000    0.000    0.006    0.003 __init__.py:22(<module>)
       19    0.000    0.000    0.006    0.000 _distn_infrastructure.py:3020(_construct_docstrings)
        1    0.000    0.000    0.006    0.006 overrides.py:1(<module>)
  338/217    0.001    0.000    0.005    0.000 typing.py:340(__getitem__)
        1    0.000    0.000    0.005    0.005 minimize_trustregion_constr.py:1(<module>)
       91    0.002    0.000    0.005    0.000 traitlets.py:219(getmembers)
      665    0.000    0.000    0.005    0.000 __init__.py:1393(_get_metadata_path)
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cm.py:39(_gen_cmap_registry)
        1    0.005    0.005    0.005    0.005 {built-in method mkl._py_mkl_service.get_version}
      894    0.003    0.000    0.005    0.000 __init__.py:670(add)
    21149    0.004    0.000    0.005    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.005    0.005 pythonapi.py:1(<module>)
       11    0.000    0.000    0.005    0.000 castgraph.py:128(safe)
     2595    0.002    0.000    0.005    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.005    0.005 universaldetector.py:36(<module>)
      666    0.001    0.000    0.005    0.000 __init__.py:1472(_fn)
    44759    0.005    0.000    0.005    0.000 {method 'pop' of 'list' objects}
       15    0.000    0.000    0.005    0.000 dataclasses.py:1001(wrap)
       15    0.000    0.000    0.005    0.000 dataclasses.py:795(_process_class)
        1    0.000    0.000    0.005    0.005 client.py:69(<module>)
        1    0.000    0.000    0.005    0.005 os.py:980(popen)
     2445    0.001    0.000    0.005    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.005    0.005 subprocess.py:681(__init__)
        1    0.000    0.000    0.005    0.005 __init__.py:254(_init_pooch)
        1    0.000    0.000    0.005    0.005 subprocess.py:1412(_execute_child)
        1    0.000    0.000    0.005    0.005 index_tricks.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cpu.py:1(<module>)
        1    0.000    0.000    0.005    0.005 pyparsing.py:5399(pyparsing_common)
       29    0.000    0.000    0.005    0.000 __init__.py:174(_fetch)
        1    0.000    0.000    0.005    0.005 search.py:7(<module>)
        1    0.000    0.000    0.005    0.005 ftplib.py:29(<module>)
        1    0.000    0.000    0.005    0.005 spines.py:1(<module>)
       29    0.000    0.000    0.005    0.000 __init__.py:107(_has_hash)
        1    0.000    0.000    0.005    0.005 Image.py:27(<module>)
     2864    0.005    0.000    0.005    0.000 {method 'split' of 're.Pattern' objects}
      200    0.004    0.000    0.005    0.000 TrabeculaeVoronoi.py:568(convertAbs2Array)
        1    0.000    0.000    0.005    0.005 containers.py:4(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:124(<module>)
        1    0.000    0.000    0.005    0.005 specifiers.py:333(Specifier)
       29    0.000    0.000    0.005    0.000 utils.py:71(file_hash)
        1    0.000    0.000    0.005    0.005 artist.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _pickle.py:1(<module>)
        2    0.000    0.000    0.004    0.002 api.py:1(<module>)
    20486    0.003    0.000    0.004    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.004    0.004 __init__.py:119(<module>)
        1    0.000    0.000    0.004    0.004 reader.py:18(<module>)
        8    0.000    0.000    0.004    0.001 typeconv.py:87(unsafe)
        1    0.000    0.000    0.004    0.004 reader.py:45(Reader)
     1008    0.002    0.000    0.004    0.000 version.py:305(__str__)
        1    0.000    0.000    0.004    0.004 _constraints.py:1(<module>)
     4433    0.003    0.000    0.004    0.000 typing.py:709(__setattr__)
       11    0.000    0.000    0.004    0.000 argparse.py:2444(format_help)
     2442    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        1    0.000    0.000    0.004    0.004 ansi.py:1(<module>)
     6626    0.001    0.000    0.004    0.000 version.py:74(__lt__)
    26352    0.004    0.000    0.004    0.000 enum.py:531(__new__)
        1    0.000    0.000    0.004    0.004 font_manager.py:14(<module>)
    59704    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
     2184    0.002    0.000    0.004    0.000 inspect.py:525(_findclass)
     2738    0.001    0.000    0.004    0.000 __init__.py:2045(<genexpr>)
        5    0.000    0.000    0.004    0.001 charts.py:22(__init__)
        1    0.000    0.000    0.004    0.004 _mathtext.py:3(<module>)
      133    0.001    0.000    0.004    0.000 inspect.py:1089(getfullargspec)
        1    0.000    0.000    0.004    0.004 _rotation_groups.py:1(<module>)
      872    0.001    0.000    0.004    0.000 copy.py:66(copy)
       47    0.000    0.000    0.004    0.000 __init__.py:1294(_add_data_doc)
     1658    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:318(__exit__)
      200    0.003    0.000    0.004    0.000 _methods.py:65(_count_reduce_items)
        1    0.000    0.000    0.004    0.004 inspect.py:2101(_signature_from_builtin)
       17    0.000    0.000    0.004    0.000 rcsetup.py:710(validate_cycler)
       11    0.000    0.000    0.004    0.000 argparse.py:283(format_help)
        1    0.000    0.000    0.004    0.004 inspect.py:1957(_signature_fromstr)
        1    0.000    0.000    0.004    0.004 dataset.py:1(<module>)
    33/11    0.000    0.000    0.004    0.000 argparse.py:210(format_help)
        1    0.000    0.000    0.004    0.004 __init__.py:317(<module>)
        1    0.000    0.000    0.004    0.004 typeof.py:1(<module>)
    33/11    0.000    0.000    0.004    0.000 argparse.py:215(<listcomp>)
        1    0.000    0.000    0.004    0.004 key_bindings.py:36(<module>)
      173    0.000    0.000    0.004    0.000 typing.py:626(__getitem__)
       15    0.000    0.000    0.004    0.000 utils.py:1(<module>)
     2571    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        1    0.000    0.000    0.004    0.004 auto_suggest.py:13(<module>)
        1    0.000    0.000    0.004    0.004 inspect.py:1885(_signature_strip_non_python_syntax)
        5    0.000    0.000    0.004    0.001 base.py:3(<module>)
       16    0.000    0.000    0.004    0.000 tokenize.py:487(_tokenize)
     1898    0.003    0.000    0.004    0.000 version.py:474(_cmpkey)
        1    0.000    0.000    0.004    0.004 grammar.py:1(<module>)
      314    0.000    0.000    0.004    0.000 typing.py:638(copy_with)
    35600    0.004    0.000    0.004    0.000 numeric.py:1400(_moveaxis_dispatcher)
       12    0.000    0.000    0.004    0.000 tokenize.py:147(_compile)
        3    0.000    0.000    0.004    0.001 analysis.py:3(<module>)
    32293    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 errors.py:3(<module>)
        1    0.000    0.000    0.004    0.004 cookiejar.py:26(<module>)
    12204    0.002    0.000    0.004    0.000 sre_parse.py:249(match)
        2    0.000    0.000    0.003    0.002 typeconv.py:113(unsafe_unsafe)
        1    0.000    0.000    0.003    0.003 parser.py:5(<module>)
     1079    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      134    0.003    0.000    0.003    0.000 {method 'update' of '_hashlib.HASH' objects}
       13    0.000    0.000    0.003    0.000 enum.py:638(_convert)
    10164    0.002    0.000    0.003    0.000 inspect.py:504(_is_wrapper)
      314    0.000    0.000    0.003    0.000 typing.py:749(__getitem__)
        1    0.000    0.000    0.003    0.003 numpy_support.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:1882(Parser)
        1    0.000    0.000    0.003    0.003 feedparser.py:20(<module>)
        1    0.000    0.000    0.003    0.003 document.py:3(<module>)
     1450    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000    0.003    0.003 codegen.py:1(<module>)
      666    0.001    0.000    0.003    0.000 __init__.py:1478(_validate_resource_path)
     1786    0.001    0.000    0.003    0.000 posixpath.py:121(splitext)
     1355    0.001    0.000    0.003    0.000 re.py:187(sub)
        1    0.000    0.000    0.003    0.003 __init__.py:165(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:89(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
       32    0.000    0.000    0.003    0.000 colors.py:927(from_list)
        1    0.000    0.000    0.003    0.003 base_events.py:14(<module>)
      188    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        1    0.000    0.000    0.003    0.003 keys.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:45(<module>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:2468(<listcomp>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:2467(<lambda>)
    18524    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.003    0.003 py3k.py:12(<module>)
        3    0.000    0.000    0.003    0.001 decorators.py:1(<module>)
       17    0.000    0.000    0.003    0.000 enum.py:394(_create_)
        1    0.000    0.000    0.003    0.003 value.py:3(<module>)
     2791    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.003    0.003 _pslinux.py:5(<module>)
       64    0.000    0.000    0.003    0.000 dataclasses.py:364(_create_fn)
     7540    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.003    0.003 path.py:4(<module>)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
      428    0.000    0.000    0.003    0.000 rcsetup.py:310(validate_color)
        1    0.000    0.000    0.003    0.003 codata.py:51(<module>)
        1    0.000    0.000    0.003    0.003 parser.py:25(<module>)
        1    0.000    0.000    0.003    0.003 _root.py:7(<module>)
        1    0.003    0.003    0.003    0.003 {built-in method posix.read}
     2791    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
      146    0.001    0.000    0.003    0.000 deprecation.py:133(deprecate)
        1    0.000    0.000    0.003    0.003 debugger.py:92(<module>)
        1    0.000    0.000    0.003    0.003 font_manager.py:1429(_load_fontmanager)
    10591    0.002    0.000    0.003    0.000 posixpath.py:41(_get_sep)
       11    0.000    0.000    0.003    0.000 core.py:1042(parse_string)
        1    0.000    0.000    0.003    0.003 process.py:4(<module>)
        1    0.000    0.000    0.003    0.003 font_manager.py:1010(json_load)
     1712    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
      122    0.000    0.000    0.003    0.000 __init__.py:1416(get_metadata_lines)
     2032    0.001    0.000    0.003    0.000 castgraph.py:48(get)
      797    0.001    0.000    0.003    0.000 __init__.py:2300(file_ns_handler)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
       32    0.000    0.000    0.003    0.000 doccer.py:222(decorate)
    17678    0.003    0.000    0.003    0.000 abstract.py:95(key)
        2    0.000    0.000    0.003    0.001 __init__.py:24(<module>)
        9    0.000    0.000    0.003    0.000 core.py:5260(__init__)
    11712    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
       15    0.000    0.000    0.003    0.000 dataclasses.py:987(dataclass)
      122    0.000    0.000    0.003    0.000 __init__.py:1403(get_metadata)
        1    0.000    0.000    0.003    0.003 _process_posix.py:4(<module>)
     1203    0.001    0.000    0.003    0.000 typing.py:113(_type_check)
        8    0.000    0.000    0.003    0.000 dataclasses.py:1159(make_dataclass)
    25773    0.003    0.000    0.003    0.000 {method 'group' of 're.Match' objects}
     29/8    0.000    0.000    0.003    0.000 core.py:4271(leave_whitespace)
        1    0.000    0.000    0.003    0.003 filters.py:31(<module>)
        2    0.000    0.000    0.003    0.001 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:299(loads)
      200    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(round_)
        1    0.000    0.000    0.003    0.003 _linprog.py:16(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:332(decode)
    13262    0.003    0.000    0.003    0.000 version.py:84(<lambda>)
      137    0.000    0.000    0.003    0.000 rcsetup.py:88(f)
        1    0.001    0.001    0.003    0.003 decoder.py:343(raw_decode)
        1    0.000    0.000    0.003    0.003 prefilter.py:7(<module>)
      428    0.000    0.000    0.003    0.000 colors.py:111(is_color_like)
        1    0.000    0.000    0.003    0.003 scale.py:13(<module>)
      141    0.000    0.000    0.003    0.000 typing.py:765(__getitem_inner__)
        1    0.000    0.000    0.003    0.003 resolver.py:2(<module>)
    26731    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
      100    0.000    0.000    0.003    0.000 extending.py:127(decorate)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      173    0.000    0.000    0.002    0.000 typing.py:180(_subs_tvars)
      503    0.000    0.000    0.002    0.000 inspect.py:2843(replace)
     1347    0.001    0.000    0.002    0.000 posixpath.py:154(dirname)
        1    0.000    0.000    0.002    0.002 mbcsgroupprober.py:30(<module>)
      441    0.001    0.000    0.002    0.000 __init__.py:2865(insert_on)
     1450    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
     1036    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.002    0.002 _policybase.py:4(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:26(<module>)
